name;lvl;hp;mass;speed;armor;ammo;speed_ammo;dpm;type
AMX M4 mle. 45;7;1 200;55,3;35;90;90;6,98;1 674;Тяжёлый танк
AMX M4 mle. 49;8;1 350;70,0;40;180;100;5,00;1 500;Тяжёлый танк
FCM 50 t;8;1 500;54,2;51;120;90;8,00;1 920;Тяжёлый танк
AMX 50 100;8;1 400;49,1;51;90;90;7,40;1 776;Тяжёлый танк
AMX 50 100;8;1 400;49,7;51;90;90;7,40;1 776;Тяжёлый танк
AMX 50 100;8;1 400;49,9;51;90;100;5,66;1 697;Тяжёлый танк
AMX 50 120;9;1 750;59,2;65;100;90;8,25;1 980;Тяжёлый танк
AMX 50 120;9;1 750;59,4;65;100;100;7,40;2 221;Тяжёлый танк
AMX 50 120;9;1 750;60,0;65;100;120;5,33;2 133;Тяжёлый танк
(A) AMX 50 B;10;2 100;62,2;65;170;120;6,40;2 560;Тяжёлый танк
AMX 50 B;10;2 100;62,2;65;170;120;6,40;2 560;Тяжёлый танк
Renault FT AC;2; 120;4,6;21;16;25;35,29;706;ПТ-САУ
Renault FT AC;2; 120;4,7;21;16;25;64,91;1 298;ПТ-САУ
Renault FT AC;2; 120;4,7;21;16;25;35,29;706;ПТ-САУ
Renault FT AC;2; 120;4,7;21;16;47;26,09;1 435;ПТ-САУ
FCM 36 Pak 40;3; 180;13,9;24;40;75;15,92;1 751;ПТ-САУ
Renault UE 57;3; 150;2,3;36;9;47;27,27;1 500;ПТ-САУ
Renault UE 57;3; 150;2,7;36;9;57;21,43;1 607;ПТ-САУ
Renault UE 57;3; 150;2,8;36;9;57;21,43;1 607;ПТ-САУ
Somua SAu 40;4; 280;24,1;37;36;75;15,79;1 737;ПТ-САУ
Somua SAu 40;4; 280;24,8;37;36;105;7,06;2 894;ПТ-САУ
Somua SAu 40;4; 280;24,5;37;36;75;15,79;1 737;ПТ-САУ
S35 CA;5; 330;19,6;37;56;76,2;11,11;1 667;ПТ-САУ
S35 CA;5; 330;20,4;37;56;105;5,00;1 500;ПТ-САУ
S35 CA;5; 330;20,1;37;56;90;7,14;1 714;ПТ-САУ
ARL V39;6; 610;24,8;42;60;75;17,14;1 886;ПТ-САУ
ARL V39;6; 610;25,4;42;60;75;17,14;1 886;ПТ-САУ
ARL V39;6; 610;26,5;42;60;105;6,25;1 875;ПТ-САУ
ARL V39;6; 610;26,1;42;60;90;8,45;2 028;ПТ-САУ
ARL V39;6; 610;26,8;42;60;90;6,67;1 600;ПТ-САУ
AMX AC mle. 46;7; 820;49,5;50;120;90;9,52;2 286;ПТ-САУ
AMX AC mle. 46;7; 820;50,3;50;120;90;8,70;2 087;ПТ-САУ
AMX AC mle. 46;7; 820;50,5;50;120;100;6,00;1 800;ПТ-САУ
AMX AC mle. 48;8;1 000;49,7;50;150;90;9,52;2 286;ПТ-САУ
AMX AC mle. 48;8;1 000;50,0;50;150;100;7,50;2 250;ПТ-САУ
AMX AC mle. 48;8;1 000;50,6;50;150;120;5,77;2 308;ПТ-САУ
AMX 50 Foch;9;1 550;50,2;50;180;120;6,45;2 581;ПТ-САУ
AMX 50 Foch;9;1 550;50,2;50;180;120;6,45;2 581;ПТ-САУ
AMX 50 Foch (155);10;1 850;57,6;50;180;155;3,00;2 250;ПТ-САУ
Renault FT 75 BS;2; 80;7,3;19;16;75;7,69;1 269;САУ
Renault FT 75 BS;2; 80;7,3;19;16;75;7,69;1 269;САУ
Renault FT 75 BS;2; 80;7,3;19;16;75;7,69;1 269;САУ
Lorraine 39L AM;3; 120;6,6;37;20;105;2,93;1 200;САУ
Lorraine 39L AM;3; 120;6,7;37;20;105;2,93;1 200;САУ
Lorraine 39L AM;3; 120;6,7;37;20;105;2,93;1 200;САУ
AMX 105 AM mle. 47;4; 170;15,4;60;30;105;4,00;1 640;САУ
AMX 105 AM mle. 47;4; 170;15,5;60;30;105;3,75;1 669;САУ
105 leFH18B2;5; 260;32,5;28;60;105;6,45;2 645;САУ
AMX 13 105 AM mle. 50;5; 220;16,2;60;40;105;4,65;1 907;САУ
AMX 13 105 AM mle. 50;5; 220;16,3;60;40;105;4,29;1 907;САУ
AMX 13 F3 AM;6; 270;15,0;60;40;155;2,46;1 770;САУ
AMX 13 F3 AM;6; 270;16,5;60;40;155;1,96;1 863;САУ
Lorraine 155 mle. 50;7; 340;29,7;60;40;155;2,01;1 913;САУ
Lorraine 155 mle. 50;7; 340;30,0;60;40;155;2,01;1 913;САУ
Lorraine 155 mle. 51;8; 390;33,0;60;40;155;2,25;2 135;САУ
Lorraine 155 mle. 51;8; 390;34,3;60;40;155;1,82;2 273;САУ
Bat.-Ch?tillon 155 55;9; 440;46,3;56,3;101,6;155;1,93;2 412;САУ
Bat.-Ch?tillon 155 55;9; 440;47,0;56,3;101,6;155;1,93;2 412;САУ
Bat.-Ch?tillon 155 58;10; 490;35,0;62;50;155;2,45;3 061;САУ
Light Mk. VIC;2; 150;5,2;52,5;14;15;104,88;944;Лёгкий танк
Cruiser Mk. I;2; 155;12,8;40;14;40;25,00;1 125;Лёгкий танк
Cruiser Mk. I;2; 155;12,8;40;14;40;24,30;1 094;Лёгкий танк
Cruiser Mk. I;2; 170;13,0;40;14;40;25,00;1 125;Лёгкий танк
Cruiser Mk. I;2; 170;13,1;40;14;40;24,30;1 094;Лёгкий танк
M2;2; 140;11,6;58;38,1;12,7;112,58;901;Лёгкий танк
M2;2; 165;11,6;58;38,1;12,7;115,28;922;Лёгкий танк
M2;2; 165;11,6;58;38,1;37;23,08;923;Лёгкий танк
Cruiser Mk. III;2; 140;14,2;48;14;15;104,88;944;Лёгкий танк
Cruiser Mk. III;2; 140;14,3;48;14;40;24,00;1 080;Лёгкий танк
Cruiser Mk. III;2; 140;14,3;48;14;40;24,30;1 094;Лёгкий танк
Cruiser Mk. III;2; 150;14,4;48;14;15;104,88;944;Лёгкий танк
Cruiser Mk. III;2; 150;14,5;48;14;40;24,00;1 080;Лёгкий танк
Cruiser Mk. III;2; 150;14,5;48;14;40;24,30;1 094;Лёгкий танк
Cruiser Mk. II;3; 220;14,3;40;30;40;27,27;1 227;Лёгкий танк
Cruiser Mk. II;3; 220;14,4;40;30;40;36,92;1 662;Лёгкий танк
Cruiser Mk. II;3; 240;14,3;40;30;40;27,27;1 227;Лёгкий танк
Cruiser Mk. II;3; 240;14,4;40;30;40;36,92;1 662;Лёгкий танк
Cruiser Mk. II;3; 240;14,6;40;30;94;5,00;1 850;Лёгкий танк
Cruiser Mk. IV;3; 210;14,8;48;30;40;27,27;1 227;Лёгкий танк
Cruiser Mk. IV;3; 210;14,8;48;30;40;36,92;1 662;Лёгкий танк
Cruiser Mk. IV;3; 230;14,8;48;30;40;27,27;1 227;Лёгкий танк
Cruiser Mk. IV;3; 230;14,8;48;30;40;36,92;1 662;Лёгкий танк
Cruiser Mk. IV;3; 230;15,1;48;30;40;34,29;1 714;Лёгкий танк
Stuart I-IV;3; 230;12,8;58;38,1;37;24,00;960;Лёгкий танк
Stuart I-IV;3; 250;12,9;58;38,1;37;24,00;960;Лёгкий танк
Stuart I-IV;3; 250;12,9;58;38,1;37;24,00;960;Лёгкий танк
Stuart I-IV;3; 250;13,0;58;38,1;40;23,08;1 038;Лёгкий танк
Covenanter;4; 310;18,2;50;40;40;28,57;1 429;Лёгкий танк
Covenanter;4; 310;18,1;50;40;76;13,95;2 442;Лёгкий танк
Covenanter;4; 310;18,2;50;40;40;40,00;1 800;Лёгкий танк
Covenanter;4; 340;18,1;50;40;76;13,95;2 442;Лёгкий танк
Covenanter;4; 340;18,2;50;40;40;28,57;1 429;Лёгкий танк
Covenanter;4; 340;18,2;50;40;40;40,00;1 800;Лёгкий танк
Covenanter;4; 340;18,5;50;40;40;38,10;1 905;Лёгкий танк
Valentine;4; 310;16,3;24;60;40;28,57;1 429;Лёгкий танк
Valentine;4; 340;18,0;24;60;40;28,57;1 429;Лёгкий танк
Valentine;4; 340;18,5;24;60;57;13,33;1 000;Лёгкий танк
Valentine;4; 340;18,6;24;60;75;9,09;1 000;Лёгкий танк
Valentine;4; 340;18,5;24;60;57;13,33;1 000;Лёгкий танк
Crusader;5; 410;19,0;44;32;40;28,57;1 429;Лёгкий танк
Crusader;5; 410;19,0;44;32;76;13,95;2 442;Лёгкий танк
Crusader;5; 450;19,4;44;32;76;15,00;2 625;Лёгкий танк
Crusader;5; 450;19,4;44;32;40;28,57;1 429;Лёгкий танк
Crusader;5; 450;19,7;44;32;57;27,27;2 045;Лёгкий танк
Crusader;5; 450;19,8;44;32;57;27,27;2 045;Лёгкий танк
Vickers Medium Mk. I;1; 130;11,8;24;6,35;47;12,00;600;Средний танк
Vickers Medium Mk. I;1; 130;11,6;24;6,35;15;77,46;697;Средний танк
Vickers Medium Mk. I;1; 140;12,0;24;6,35;15;83,09;748;Средний танк
Vickers Medium Mk. I;1; 140;12,2;24;6,35;47;13,33;667;Средний танк
Vickers Medium Mk. I;1; 140;12,2;24;6,35;57;13,33;933;Средний танк
Vickers Medium Mk. II;2; 170;13,5;40;8;47;14,29;714;Средний танк
Vickers Medium Mk. II;2; 170;13,6;40;8;57;14,29;1 000;Средний танк
Vickers Medium Mk. II;2; 190;13,9;40;8;47;16,67;833;Средний танк
Vickers Medium Mk. II;2; 190;14,0;40;8;57;16,67;1 167;Средний танк
Vickers Medium Mk. II;2; 190;13,9;40;8;47;16,67;833;Средний танк
Vickers Medium Mk. II;2; 190;14,1;40;8;57;16,67;1 167;Средний танк
Vickers Medium Mk. III;3; 250;17,5;48;14;47;20,00;1 000;Средний танк
Vickers Medium Mk. III;3; 250;18,0;48;14;57;18,18;1 273;Средний танк
Vickers Medium Mk. III;3; 280;18,3;48;14;47;22,22;1 111;Средний танк
Vickers Medium Mk. III;3; 280;18,2;48;14;40;28,57;1 286;Средний танк
Vickers Medium Mk. III;3; 280;18,5;48;14;57;20,00;1 400;Средний танк
Sentinel AC I;4; 370;27,9;60,4;65;40;26,09;1 174;Средний танк
Grant;4; 320;28,1;39;50,8;75;17,14;1 886;Средний танк
Grant;4; 320;30,0;39;50,8;75;20,00;2 200;Средний танк
Grant;4; 320;30,0;39;50,8;57;26,09;1 957;Средний танк
Grant;4; 320;30,0;39;50,8;57;26,09;1 957;Средний танк
Matilda;4; 340;26,5;24;75;40;28,57;1 429;Средний танк
Matilda;4; 340;26,5;24;75;76;15,00;2 625;Средний танк
Matilda;4; 340;26,6;24;75;40;28,57;1 571;Средний танк
Matilda;4; 370;26,9;24;75;40;28,57;1 429;Средний танк
Matilda;4; 370;26,9;24;75;76;15,00;2 625;Средний танк
Matilda;4; 370;27,0;24;75;40;28,57;1 571;Средний танк
Matilda Black Prince;5; 610;30,0;22;75;57;26,09;1 957;Средний танк
Sherman III;5; 410;30,0;48;50,8;75;15,79;1 737;Средний танк
Sherman III;5; 410;31,8;48;50,8;57;24,00;1 800;Средний танк
Sherman III;5; 410;32,1;48;50,8;105;6,67;2 733;Средний танк
Sherman III;5; 465;30,3;48;50,8;75;15,79;1 737;Средний танк
Sherman III;5; 465;30,3;48;50,8;57;25,00;1 875;Средний танк
Sherman III;5; 465;30,4;48;50,8;105;6,67;2 733;Средний танк
Sherman III;5; 465;30,3;48;50,8;57;24,00;1 800;Средний танк
Sherman III;5; 465;30,4;48;50,8;76;13,04;1 500;Средний танк
Cromwell B;6; 750;28,0;64;63,5;75;15,38;2 077;Средний танк
Cromwell;6; 700;27,5;64;63,5;57;26,09;1 957;Средний танк
Cromwell;6; 700;27,8;64;63,5;94;8,57;3 171;Средний танк
Cromwell;6; 700;27,9;64;63,5;57;26,09;1 957;Средний танк
Cromwell;6; 750;27,8;64;63,5;57;26,09;1 957;Средний танк
Cromwell;6; 750;27,8;64;63,5;94;8,57;3 171;Средний танк
Cromwell;6; 750;27,9;64;63,5;75;20,00;2 200;Средний танк
Cromwell;6; 750;27,9;64;63,5;57;26,09;1 957;Средний танк
Cromwell;6; 750;28,0;64;63,5;75;15,38;2 077;Средний танк
Sherman Firefly;6; 720;32,9;36;50,8;75;15,79;1 737;Средний танк
Sherman Firefly;6; 720;35,0;36;50,8;105;7,50;3 075;Средний танк
Sherman Firefly;6; 720;33,1;36;50,8;76;14,29;1 643;Средний танк
Sherman Firefly;6; 750;32,9;36;50,8;75;15,79;1 737;Средний танк
Sherman Firefly;6; 750;33,0;36;50,8;105;7,50;3 075;Средний танк
Sherman Firefly;6; 750;33,0;36;50,8;76;14,63;1 683;Средний танк
Sherman Firefly;6; 750;33,3;36;50,8;76,2;12,50;1 875;Средний танк
Sherman Firefly;6; 750;33,3;36;50,8;76,2;12,77;1 915;Средний танк
Comet;7;1 050;30,5;51,5;76;75;20,00;2 200;Средний танк
Comet;7;1 050;30,4;51,5;76;94;8,57;3 171;Средний танк
Comet;7;1 050;30,6;51,5;76;75;15,38;2 077;Средний танк
Comet;7;1 150;32,4;51,5;76;94;8,57;3 171;Средний танк
Comet;7;1 150;32,5;51,5;76;75;20,00;2 200;Средний танк
Comet;7;1 150;32,6;51,5;76;75;15,38;2 077;Средний танк
Comet;7;1 150;32,7;51,5;76;76,2;15,38;2 154;Средний танк
Chieftain/T95;8;1 400;50,0;42;85;90;7,23;1 735;Средний танк
FV4202 (P);8;1 400;41,6;35;50,8;83,4;7,50;1 725;Средний танк
Centurion Mk. I;8;1 350;42,4;40;76;76,2;14,29;2 000;Средний танк
Centurion Mk. I;8;1 350;42,5;40;76;76,2;13,64;2 045;Средний танк
Centurion Mk. I;8;1 450;44,4;40;76;76,2;15,00;2 100;Средний танк
Centurion Mk. I;8;1 450;44,5;40;76;76,2;14,29;2 143;Средний танк
Centurion Mk. I;8;1 450;44,9;40;76;83,4;7,50;1 725;Средний танк
Centurion Mk. 7/1;9;1 620;51,5;40;120,7;83,4;10,00;2 300;Средний танк
Centurion Mk. 7/1;9;1 620;51,5;40;120,7;83,4;10,53;2 421;Средний танк
Centurion Mk. 7/1;9;1 720;52,2;40;120,7;83,4;10,00;2 300;Средний танк
Centurion Mk. 7/1;9;1 720;52,2;40;120,7;83,4;10,53;2 421;Средний танк
Centurion Mk. 7/1;9;1 720;52,2;40;120,7;105;5,00;1 950;Средний танк
FV4202;10;1 950;40,0;40;121;105;6,98;2 721;Средний танк
Centurion Action X;10;1 950;55,0;53;120,7;105;6,98;2 721;Средний танк
Excelsior;5; 670;41,0;38,6;114,3;75;15,79;1 737;Тяжёлый танк
Churchill I;5; 650;38,4;25,7;177,8;40;28,57;1 429;Тяжёлый танк
Churchill I;5; 650;39,2;25,7;177,8;76;15,00;2 625;Тяжёлый танк
Churchill I;5; 700;39,5;25,7;177,8;76;16,67;2 917;Тяжёлый танк
Churchill I;5; 700;39,6;25,7;177,8;40;28,57;1 429;Тяжёлый танк
Churchill I;5; 700;39,8;25,7;177,8;57;27,27;2 045;Тяжёлый танк
Churchill I;5; 700;39,9;25,7;177,8;75;20,00;2 200;Тяжёлый танк
Churchill I;5; 700;39,9;25,7;177,8;57;27,27;2 045;Тяжёлый танк
Churchill I;5; 700;40,0;25,7;177,8;75;12,50;1 688;Тяжёлый танк
TOG II*;6;1 400;81,3;14;76,2;76,2;12,00;1 800;Тяжёлый танк
Churchill VII;6; 860;39,2;20;152,4;57;27,27;2 045;Тяжёлый танк
Churchill VII;6; 860;39,9;20;152,4;94;8,57;3 171;Тяжёлый танк
Churchill VII;6; 860;40,0;20;152,4;75;20,00;2 200;Тяжёлый танк
Churchill VII;6; 860;40,1;20;152,4;75;12,50;1 688;Тяжёлый танк
Churchill VII;6; 960;40,4;20;152,4;94;8,57;3 171;Тяжёлый танк
Churchill VII;6; 960;40,5;20;152,4;75;20,00;2 200;Тяжёлый танк
Churchill VII;6; 960;40,5;20;152,4;57;27,27;2 045;Тяжёлый танк
Churchill VII;6; 960;40,6;20;152,4;75;13,95;1 884;Тяжёлый танк
Churchill VII;6; 960;40,7;20;152,4;76,2;13,95;1 953;Тяжёлый танк
FV201 (A45);7;1 500;55,9;31;76,2;76,2;13,95;2 093;Тяжёлый танк
Black Prince;7;1 450;50,7;20;152,4;76,2;14,29;2 000;Тяжёлый танк
Black Prince;7;1 450;50,0;20;152,4;76,2;12,00;1 800;Тяжёлый танк
Black Prince;7;1 450;50,0;20;152,4;76,2;12,00;1 800;Тяжёлый танк
Caernarvon;8;1 500;59,2;34,3;130;76,2;13,33;2 000;Тяжёлый танк
Caernarvon;8;1 600;59,6;34,3;130;76,2;14,29;2 143;Тяжёлый танк
Caernarvon;8;1 600;60,0;34,3;130;83,4;7,50;1 725;Тяжёлый танк
Caernarvon;8;1 600;60,0;34,3;130;83,4;7,69;1 769;Тяжёлый танк
Conqueror;9;1 850;60,0;34,3;130;83,4;8,70;2 000;Тяжёлый танк
Conqueror;9;1 850;60,0;34,3;130;83,4;9,23;2 123;Тяжёлый танк
Conqueror;9;1 950;63,4;34,3;130;83,4;9,23;2 123;Тяжёлый танк
Conqueror;9;1 950;63,6;34,3;130;83,4;10,00;2 300;Тяжёлый танк
Conqueror;9;1 950;65,2;34,3;130;120;5,71;2 286;Тяжёлый танк
Chieftain Mk. 6;10;2 200;55,0;42;85;119,38;7,27;2 909;Тяжёлый танк
FV215b;10;2 500;70,0;34,3;152,4;120;6,90;2 759;Тяжёлый танк
Universal Carrier 2-pdr;2; 120;4,5;48;10;40;26,09;1 174;ПТ-САУ
Universal Carrier 2-pdr;2; 120;4,7;48;10;57;19,35;1 355;ПТ-САУ
Universal Carrier 2-pdr;2; 120;4,8;48;10;57;19,35;1 355;ПТ-САУ
Valentine AT;3; 170;14,8;24;60;57;21,43;1 607;ПТ-САУ
Valentine AT;3; 170;14,8;24;60;57;21,43;1 607;ПТ-САУ
Valentine AT;3; 170;14,9;24;60;94;7,50;2 775;ПТ-САУ
Valentine AT;3; 170;14,9;24;60;94;7,50;2 775;ПТ-САУ
Alecto;4; 270;8,0;50,5;10;57;26,09;1 957;ПТ-САУ
Alecto;4; 270;8,1;50,5;10;57;26,09;1 957;ПТ-САУ
Alecto;4; 270;8,0;50,5;10;94;8,00;2 960;ПТ-САУ
Alecto;4; 270;8,1;50,5;10;87,6;10,53;1 895;ПТ-САУ
Archer;5; 360;15,9;12;20;57;24,00;1 800;ПТ-САУ
Archer;5; 360;16,3;12;20;76,2;12,24;1 837;ПТ-САУ
Archer;5; 360;16,3;12;20;76,2;12,77;1 915;ПТ-САУ
AT 2;5; 450;41,0;20;203,2;57;26,09;1 957;ПТ-САУ
AT 2;5; 450;40,9;20;203,2;94;8,00;2 960;ПТ-САУ
AT 2;5; 450;41,0;20;203,2;57;26,09;1 957;ПТ-САУ
Achilles;6; 610;29,6;48;38,1;76;18,75;2 063;ПТ-САУ
Achilles;6; 610;27,9;48;38,1;76,2;12,24;1 837;ПТ-САУ
Achilles;6; 640;28,4;48;38,1;76;18,75;2 063;ПТ-САУ
Achilles;6; 640;28,3;48;38,1;76,2;12,50;1 875;ПТ-САУ
Achilles;6; 640;28,3;48;38,1;76,2;13,04;1 957;ПТ-САУ
AT 8;6; 800;41,0;20;203,2;57;26,09;1 957;ПТ-САУ
AT 8;6; 800;41,1;20;203,2;75;26,09;2 870;ПТ-САУ
AT 8;6; 800;41,2;20;203,2;76,2;15,79;2 211;ПТ-САУ
AT 8;6; 800;41,4;20;203,2;76,2;13,95;2 093;ПТ-САУ
Churchill Gun Carrier;6; 650;38,2;25,7;88,9;76,2;15,00;2 100;ПТ-САУ
Churchill Gun Carrier;6; 650;39,8;25,7;88,9;94;8,57;1 971;ПТ-САУ
Churchill Gun Carrier;6; 650;41,0;25,7;88,9;94;7,06;1 765;ПТ-САУ
AT 15A;7;1 050;65,0;20;228,6;76,2;13,95;2 093;ПТ-САУ
Challenger;7; 840;33,0;52;88,9;76,2;13,33;2 000;ПТ-САУ
Challenger;7; 840;33,0;52;88,9;76,2;13,33;2 000;ПТ-САУ
Challenger;7; 900;31,5;52;88,9;76,2;13,95;2 093;ПТ-САУ
Challenger;7; 900;31,5;52;88,9;76,2;14,63;2 195;ПТ-САУ
AT 7;7;1 250;43,5;20;203,2;57;27,50;2 063;ПТ-САУ
AT 7;7;1 250;43,7;20;203,2;76,2;18,18;2 545;ПТ-САУ
AT 7;7;1 250;44,2;20;203,2;76,2;15,79;2 368;ПТ-САУ
AT 7;7;1 250;44,6;20;203,2;83,4;9,68;2 226;ПТ-САУ
Charioteer;8;1 050;30,2;52;63,5;83,4;9,09;2 091;ПТ-САУ
Charioteer;8;1 050;30,3;52;63,5;83,4;9,52;2 190;ПТ-САУ
Charioteer;8;1 050;30,3;52;63,5;105;5,94;2 317;ПТ-САУ
AT 15;8;1 450;60,0;20;228,6;76,2;16,67;2 500;ПТ-САУ
AT 15;8;1 450;62,1;20;228,6;94;10,17;2 542;ПТ-САУ
AT 15;8;1 450;60,4;20;228,6;83,4;11,11;2 556;ПТ-САУ
AT 15;8;1 450;60,5;20;228,6;83,4;12,00;2 760;ПТ-САУ
FV4004 Conway;9;1 500;50,8;35;76,2;120;7,69;3 077;ПТ-САУ
FV4004 Conway;9;1 500;50,8;35;76,2;120;7,69;3 077;ПТ-САУ
FV4004 Conway;9;1 500;51,0;35;76,2;120;7,69;3 077;ПТ-САУ
Tortoise;9;2 000;77,0;20;228,6;94;12,00;3 000;ПТ-САУ
Tortoise;9;2 000;75,3;20;228,6;83,4;13,95;3 209;ПТ-САУ
Tortoise;9;2 000;76,9;20;228,6;120;8,45;3 380;ПТ-САУ
FV4005 Stage II;10;1 850;50,8;35;76,2;182,9;2,00;2 300;ПТ-САУ
FV215b (183);10;2 000;60,0;34,3;152,4;182,9;2,00;2 300;ПТ-САУ
Loyd Gun Carriage;2; 80;4,5;48;7;76,2;6,67;1 100;САУ
Loyd Gun Carriage;2; 80;4,5;48;7;76,2;6,67;1 100;САУ
Loyd Gun Carriage;2; 80;4,5;48;7;76,2;6,67;1 100;САУ
Sexton I;3; 140;25,9;40,2;50,8;87,6;5,00;1 400;САУ
Sexton II;3; 140;25,8;40,2;50,8;83,8;5,45;1 418;САУ
Sexton II;3; 140;25,9;40,2;50,8;87,6;5,00;1 400;САУ
Sexton II;3; 140;25,9;40,2;50,8;87,6;5,00;1 400;САУ
Birch Gun;4; 190;12,1;45;6;83,8;6,82;1 773;САУ
Birch Gun;4; 190;12,2;45;6;87,6;6,25;1 750;САУ
Birch Gun;4; 190;12,2;45;6;87,6;6,25;1 750;САУ
Bishop;5; 350;17,7;24;60;87,6;6,82;1 909;САУ
Bishop;5; 350;17,6;24;60;114,3;4,65;2 093;САУ
Bishop;5; 350;17,8;24;60;114,3;4,65;2 093;САУ
Bishop;5; 350;17,8;24;60;114,3;4,65;2 093;САУ
FV304;6; 280;20,5;72,4;25,4;87,6;6,74;1 888;САУ
FV304;6; 280;20,7;72,4;25,4;114,3;4,44;2 000;САУ
FV304;6; 280;20,7;72,4;25,4;114,3;4,44;2 000;САУ
Crusader 5.5-in. SP;7; 350;17,6;14;28,3;114,3;5,00;2 250;САУ
Crusader 5.5-in. SP;7; 350;19,0;14;28,3;139,7;2,14;1 929;САУ
Crusader 5.5-in. SP;7; 350;19,0;14;28,3;139,7;2,14;1 929;САУ
Crusader 5.5-in. SP;7; 350;19,0;14;28,3;139,7;2,14;1 929;САУ
FV207;8; 430;54,9;29;50,8;139,7;2,40;2 160;САУ
FV207;8; 430;60,0;29;50,8;152,4;1,82;2 273;САУ
FV207;8; 430;60,0;29;50,8;152,4;1,82;2 273;САУ
FV3805;9; 450;46,0;40;50,8;139,7;2,50;2 250;САУ
FV3805;9; 450;51,1;40;50,8;152,4;1,94;2 419;САУ
FV3805;9; 450;52,1;40;50,8;182,9;1,46;2 549;САУ
Conqueror Gun Carriage;10; 530;55,0;34,3;152,4;233,7;1,03;2 272;САУ
Renault NC-31;1; 100;6,5;25;16;37;24,00;720;Лёгкий танк
Renault NC-31;1; 100;6,5;25;16;13,2;126,17;1 009;Лёгкий танк
Renault NC-31;1; 110;6,5;25;16;13,2;126,17;1 009;Лёгкий танк
Renault NC-31;1; 110;6,6;25;16;37;24,00;720;Лёгкий танк
Renault NC-31;1; 110;6,6;25;16;37;26,09;939;Лёгкий танк
Vickers Mk. E Type B;2; 155;7,1;35;12,7;47;18,18;909;Лёгкий танк
Vickers Mk. E Type B;2; 155;6,9;35;12,7;37;28,57;1 029;Лёгкий танк
Vickers Mk. E Type B;2; 170;7,3;35;12,7;37;28,57;1 029;Лёгкий танк
Vickers Mk. E Type B;2; 170;7,3;35;12,7;47;18,18;909;Лёгкий танк
Vickers Mk. E Type B;2; 170;7,5;35;12,7;45;26,09;1 226;Лёгкий танк
Vickers Mk. E Type B;2; 170;7,3;35;12,7;40;24,30;1 094;Лёгкий танк
Type 2597 Chi-Ha;3; 220;15,0;40;25;57;20,00;1 500;Лёгкий танк
Type 2597 Chi-Ha;3; 220;15,1;40;25;45;26,09;1 226;Лёгкий танк
Type 2597 Chi-Ha;3; 240;15,7;40;25;57;20,00;1 500;Лёгкий танк
Type 2597 Chi-Ha;3; 240;15,9;40;25;45;26,09;1 226;Лёгкий танк
Type 2597 Chi-Ha;3; 240;16,0;40;25;47;20,00;1 400;Лёгкий танк
M5A1 Stuart;4; 310;15,6;64,4;28,6;37;26,09;1 043;Лёгкий танк
M5A1 Stuart;4; 310;15,9;64,4;28,6;47;24,00;1 680;Лёгкий танк
M5A1 Stuart;4; 340;15,7;64,4;28,6;37;26,09;1 043;Лёгкий танк
M5A1 Stuart;4; 340;16,1;64,4;28,6;47;24,00;1 680;Лёгкий танк
Type 64;6; 580;23,0;72,4;25,4;76;18,18;2 091;Лёгкий танк
59-16;6; 550;16,1;60;30;57;20,69;1 759;Лёгкий танк
59-16;6; 550;16,1;60;30;76;17,14;1 971;Лёгкий танк
59-16;6; 590;16,2;60;30;76;18,75;2 156;Лёгкий танк
59-16;6; 590;16,1;60;30;57;23,08;1 962;Лёгкий танк
59-16;6; 590;16,7;60;30;76;20,93;2 407;Лёгкий танк
Type 62;7; 880;21,0;60;35;85;10,91;1 964;Лёгкий танк
WZ-131;7; 820;20,1;60;35;76;22,17;2 549;Лёгкий танк
WZ-131;7; 820;20,9;60;35;85;10,91;1 745;Лёгкий танк
WZ-131;7; 900;20,4;60;35;76;22,17;2 549;Лёгкий танк
WZ-131;7; 900;21,2;60;35;85;10,91;1 745;Лёгкий танк
WZ-131;7; 900;21,1;60;35;85;10,91;1 964;Лёгкий танк
WZ-131;7; 900;21,1;60;35;85;10,91;2 182;Лёгкий танк
WZ-131;7; 900;21,7;60;35;100;6,90;1 724;Лёгкий танк
WZ-132;8;1 000;23,5;64;50;85;10,91;2 182;Лёгкий танк
WZ-132;8;1 000;23,6;64;50;85;10,91;2 182;Лёгкий танк
WZ-132;8;1 000;24,1;64;50;100;7,06;1 765;Лёгкий танк
WZ-132;8;1 150;23,8;64;50;85;11,11;2 222;Лёгкий танк
WZ-132;8;1 150;23,8;64;50;85;11,11;2 222;Лёгкий танк
WZ-132;8;1 150;24,3;64;50;100;7,23;1 807;Лёгкий танк
WZ-132;8;1 150;24,3;64;50;100;7,59;1 899;Лёгкий танк
Type T-34;5; 410;28,7;55;45;76;15,79;1 737;Средний танк
Type T-34;5; 450;28,9;55;45;76;15,79;1 737;Средний танк
Type T-34;5; 450;28,8;55;45;57;26,09;2 217;Средний танк
Type 58;6; 720;32,2;55;45;85;12,00;1 920;Средний танк
Type 58;6; 750;32,3;55;45;85;12,00;1 920;Средний танк
Type 58;6; 750;32,5;55;45;85;12,00;1 920;Средний танк
T-34-1;7; 960;29,5;50;60;85;12,00;1 920;Средний танк
T-34-1;7; 960;29,7;50;60;85;12,00;1 920;Средний танк
T-34-1;7;1 050;31,8;50;60;85;13,33;2 133;Средний танк
